@relation out.arff_feaSele

@attribute Fea0 numeric
@attribute Fea1 numeric
@attribute Fea2 numeric
@attribute Fea3 numeric
@attribute Fea4 numeric
@attribute Fea5 numeric
@attribute Fea6 numeric
@attribute Fea7 numeric
@attribute Fea8 numeric
@ATTRIBUTE class {0,1} 

@data
0.55789477,0.5412088,0.5875001,0.59384614,0.52916664,0.5357143,0.59523815,0.5444444,0.51428574,1
0.5438596,0.521978,0.5208334,0.47076923,0.5583334,0.5952381,0.59523815,0.6,0.54285717,1
0.5368421,0.565934,0.54375,0.56,0.52500004,0.5238095,0.88095236,0.8555556,0.5714286,1
0.5368421,0.565934,0.54375,0.56,0.52500004,0.5238095,0.88095236,0.8555556,0.5714286,1
0.45263156,0.42032966,0.42708334,0.44615385,0.4666667,0.5714286,0.5714286,0.48888886,0.5428571,1
0.49824563,0.5192308,0.49166664,0.58153844,0.50416666,0.6785714,0.52380955,0.54444444,0.54285717,1
0.68771935,0.6785714,0.6625,0.62153846,0.65000004,0.64285713,0.85714287,0.8222223,0.6714286,1
0.6526316,0.63186806,0.6541667,0.5876923,0.5708334,0.8333333,0.54761904,0.5,0.7,1
0.64561397,0.6208791,0.5604167,0.5876923,0.55833334,0.52380955,0.5,0.5,0.62857145,1
0.5929825,0.63186806,0.5625,0.6,0.6458333,0.5238095,0.64285713,0.6444444,0.5285715,1
0.70526314,0.76373625,0.63958335,0.77230775,0.7083333,0.45238099,0.54761904,0.56666666,0.5,1
0.7157895,0.70329666,0.6958333,0.73846155,0.65,0.5238095,0.5714286,0.5888889,0.55714285,1
0.7368421,0.72252744,0.70416665,0.6369231,0.6833334,0.48809525,0.5,0.44444448,0.51428574,1
0.6666667,0.6593407,0.6583333,0.63384616,0.62083334,0.53571427,0.54761904,0.5777778,0.64285713,1
0.6666667,0.64285713,0.6270833,0.5876923,0.56666666,0.5119048,0.64285713,0.68888885,0.51428574,1
0.6140352,0.6538462,0.5375,0.5692308,0.5916667,0.5,0.5714286,0.5,0.44285712,1
0.65263164,0.73076916,0.7041667,0.75384617,0.7375,0.5833334,0.5714286,0.5888889,0.59999996,1
0.6807017,0.66208786,0.71875,0.70769227,0.63333327,0.5833334,0.5714286,0.6,0.61428577,1
0.65964913,0.6373626,0.625,0.62153846,0.5791667,0.5952381,0.5714286,0.5777778,0.6,1
0.8035088,0.77472526,0.7166667,0.7353846,0.7333334,0.5238095,0.5238095,0.56666666,0.5,1
0.7649123,0.74450547,0.6854167,0.7076924,0.7,0.5595238,0.5952381,0.6222222,0.61428577,1
0.7614035,0.7362637,0.6750001,0.6861538,0.6875,0.64285713,0.5238095,0.4888889,0.5857143,1
0.677193,0.6675824,0.71250004,0.6369231,0.62916666,0.6190476,0.45238096,0.5,0.51428574,1
0.75789475,0.7307692,0.7229167,0.67076916,0.675,0.53571427,0.54761904,0.5444444,0.61428577,1
0.65964913,0.6291209,0.6229167,0.5938462,0.5625,0.5714286,0.5714286,0.5444444,0.4714286,1
0.6666667,0.6291209,0.625,0.56923074,0.55,0.6666667,0.5952381,0.56666666,0.7714286,1
0.6385965,0.6813187,0.6458334,0.61846155,0.65000004,0.55952376,0.54761904,0.5555556,0.5714286,1
0.7087719,0.68406594,0.6666666,0.6523076,0.625,0.5952381,0.52380955,0.47777778,0.5857143,1
0.75087726,0.75549453,0.77500004,0.7630769,0.7375,0.6666667,0.5714286,0.6,0.7285714,1
0.7649123,0.75,0.75625,0.71384615,0.73333335,0.5357143,0.61904764,0.6111111,0.6,1
0.74736845,0.72252744,0.66875005,0.6492307,0.6625001,0.61904764,0.80952376,0.8,0.62857145,1
0.7087719,0.6813187,0.6770834,0.6307692,0.6166666,0.47619048,0.59523815,0.61111104,0.4714286,1
0.70526314,0.6730769,0.68125004,0.64,0.6083333,0.47619045,0.4761905,0.46666667,0.5,1
0.6807018,0.6565933,0.65833336,0.60307693,0.6041667,0.45238099,0.54761904,0.49999997,0.44285712,1
0.7017544,0.67582417,0.67083335,0.6307692,0.62083334,0.6547619,0.54761904,0.5222222,0.7,1
0.69824564,0.67582417,0.6729167,0.6707693,0.6166667,0.70238096,0.59523815,0.51111114,0.6714286,1
0.7017544,0.67582417,0.7166667,0.6615384,0.62916666,0.54761904,0.61904764,0.6333333,0.6714286,1
0.47719297,0.5192307,0.5166667,0.49538466,0.50416666,0.60714287,0.5,0.43333334,0.61428577,1
0.6280702,0.6648351,0.5645833,0.6369231,0.6083333,0.5833334,0.4761905,0.4777778,0.59999996,1
0.75789475,0.7335164,0.7479167,0.70769227,0.7166667,0.61904764,0.7380953,0.71111107,0.65714294,1
0.677193,0.6730769,0.7229167,0.6615384,0.64166665,0.52380955,0.61904764,0.5555556,0.5714286,1
0.6912281,0.6730769,0.65,0.6307692,0.65,0.7261905,0.61904764,0.54444444,0.6571428,1
0.6596491,0.64285713,0.63125,0.6369231,0.575,0.5833334,0.6190476,0.6111111,0.55714285,1
0.5929824,0.5796703,0.5916667,0.56,0.5541667,0.5119048,0.52380955,0.5,0.5285714,1
0.6526316,0.63186806,0.61875,0.6461538,0.57083327,0.5952381,0.4761905,0.44444448,0.64285713,1
0.6175438,0.5741758,0.54999995,0.5415385,0.5791667,0.5952381,0.6904761,0.6555556,0.55714285,1
0.6350877,0.6263736,0.6645833,0.6246154,0.5625,0.5714286,0.5714286,0.54444444,0.6,1
0.56140345,0.60439557,0.5416666,0.61846155,0.55,0.5238095,0.59523815,0.58888894,0.4857143,1
0.6385965,0.60714287,0.5916667,0.5446154,0.56666666,0.5595238,0.54761904,0.5111111,0.5285714,1
0.59649116,0.5879121,0.6291667,0.5569231,0.5,0.5,0.73809516,0.6555556,0.5142857,1
0.6210526,0.6208791,0.6583333,0.5969231,0.6166666,0.5238095,0.5,0.46666667,0.5285714,1
0.645614,0.70329666,0.6354167,0.7569231,0.7625,0.53571427,0.5,0.53333336,0.5428571,1
0.54736835,0.57142854,0.49166664,0.5353846,0.5,0.46428573,0.5714286,0.53333336,0.4571429,1
0.69824564,0.67032963,0.6583333,0.63384616,0.62083334,0.48809525,0.54761904,0.57777774,0.4857143,1
0.54035085,0.5384615,0.4541667,0.48307693,0.45416665,0.44047618,0.4761905,0.47777778,0.45714286,1
0.5403509,0.5384615,0.5229167,0.5476923,0.49583337,0.5119048,0.47619048,0.48888886,0.47142857,1
0.6807017,0.67032963,0.72083336,0.67999995,0.6458333,0.5119048,0.4761905,0.5111111,0.45714286,1
0.48771927,0.510989,0.4625,0.49230772,0.5,0.5119048,0.5,0.4777778,0.5,1
0.5508772,0.576923,0.50208336,0.5569231,0.5208333,0.52380955,0.54761904,0.5555555,0.4571429,1
0.65263164,0.73076916,0.7041667,0.75384617,0.7375,0.6309524,0.52380955,0.4777778,0.51428574,1
0.70526314,0.68681324,0.71875,0.6553846,0.62916666,0.6309524,0.59523815,0.5555556,0.5285714,1
0.6,0.5686813,0.6104167,0.5538461,0.5166667,0.64285713,0.54761904,0.5222222,0.55714285,1
0.7298246,0.7170329,0.7145834,0.6430769,0.6625001,0.70238096,0.64285713,0.56666666,0.61428577,1
0.69473684,0.67582417,0.65833336,0.6276923,0.62500006,0.64285713,0.5714286,0.5777778,0.7714286,1
0.7508772,0.728022,0.6416667,0.6892308,0.78333336,0.5,0.52380955,0.5111111,0.5285714,1
0.67017543,0.66208786,0.7083334,0.6553846,0.63750005,0.5595238,0.5714286,0.5,0.62857145,1
0.7684211,0.74725276,0.7416667,0.74153847,0.675,0.5,0.6190476,0.6111111,0.61428577,1
0.7649123,0.7582417,0.7166667,0.7630769,0.73333335,0.5595238,0.59523815,0.5555555,0.5285715,1
0.69824564,0.7582417,0.6604167,0.7630769,0.73333335,0.47619048,0.5714286,0.6,0.59999996,1
0.69473684,0.67032963,0.7083334,0.6369231,0.61666673,0.60714287,0.52380955,0.5111111,0.61428577,1
0.75789475,0.7335164,0.7229167,0.67692304,0.6666667,0.48809525,0.54761904,0.47777778,0.4571429,1
0.67017543,0.64560443,0.6458334,0.5876923,0.65833336,0.5714286,0.59523815,0.62222224,0.55714285,1
0.48421052,0.5137362,0.44166666,0.4553846,0.5208333,0.5,0.5,0.44444448,0.4714286,1
0.54035085,0.60164833,0.58750004,0.5876923,0.5708334,0.47619048,0.4761905,0.51111114,0.5,1
0.7614035,0.74450547,0.6875,0.7476922,0.6958334,0.6666667,0.52380955,0.5444444,0.5714286,1
0.7508772,0.728022,0.6645833,0.64,0.6875,0.7619047,0.61904764,0.54444444,0.7,1
0.73333335,0.7225275,0.6520834,0.6769231,0.7083333,0.7261905,0.54761904,0.54444444,0.6714286,1
